gene,11-00466,11-00473,11-00476,11-00478,11-00499,11-00503,12-00016,12-00032,12-00035,12-00069,12-00071,12-00085,12-00109,12-00111,12-00116,12-00123,12-00125,12-00127,12-00145,12-00154
TMC4,21,63,4,51,172,105,131,215,100,40,300,46,30,156,38,91,575,37,84,48
TMC5,0,9,0,81,29,7,6,6,4,4,2,23,12,3,32,6,7,6,8,4
TMC6,1094,5247,884,5387,4291,4377,5070,4304,3532,3230,2953,4097,5451,3723,7256,2949,16304,3464,4004,4504
TMC7,0,0,1,3,1,6,1,1,0,1,0,2,2,1,13,1,1,1,0,3
TMC8,2215,29128,1464,15761,8835,5109,8828,8744,6733,9960,9012,4939,8041,7971,12344,4303,31104,6491,6697,6199
TMCC1,34,576,11,830,854,1228,741,922,689,907,376,516,909,729,725,646,919,526,567,548
TMCC2,7,189,11,17291,144,113,100,31,34,289,8,241,228,99,1846,56,75,116,312,123
TMCC3,1,13,1,132,841,69,299,657,233,220,18,389,118,234,86,169,205,5,40,33
TMCO1,56,2159,25,1996,1490,3522,1667,1699,2466,2898,1971,1515,2905,1859,2677,3593,1048,2366,2633,2166
TMCO2,1,2,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1
TMCO3,104,2629,99,1935,2764,5321,3840,2700,3246,5556,2652,1860,6475,3648,2152,3437,8130,3854,3132,4413
TMCO4,105,675,81,696,283,894,553,514,868,1398,557,479,745,357,782,978,1271,402,801,901
TMCO5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMCO5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMCO6,79,531,34,632,411,480,427,434,618,966,464,455,386,1008,343,673,1419,394,279,481
TMED1,89,553,51,1090,627,1033,785,627,819,1295,624,631,1322,861,1007,1113,2589,1110,1129,1022
TMED10,85,4146,71,5333,3309,7887,6168,5120,7199,9001,6328,3665,6205,4620,8441,9845,3521,5410,8804,6032
TMED10P1,4,39,4,31,44,96,32,73,89,46,68,57,74,63,80,77,29,34,58,58
TMED11P,0,0,0,0,1,14,0,4,5,0,0,0,0,9,6,8,0,0,0,0
TMED2,64,3379,33,4079,5890,5939,5690,5308,5977,5531,5014,4564,5019,4524,4265,7705,2821,4258,5751,6443
TMED3,64,1842,38,2291,1958,1053,1395,1017,2203,3931,2428,1301,2821,1478,3471,3024,6111,1445,3003,3492
TMED4,14,1153,8,1118,1403,1708,1563,1338,1677,1626,1593,561,1953,1420,975,1913,3709,1539,1981,1816
TMED5,94,2605,39,2920,3430,5024,4847,3561,4670,4146,2485,3025,3355,4497,2351,5205,1468,4440,2849,2196
TMED6,6,70,2,47,22,52,45,38,37,24,33,23,39,17,32,53,16,18,29,22
TMED7,40,1138,10,1863,1268,2906,2293,1808,2358,2512,1781,1333,2276,2248,989,3013,27,1442,2269,1125
TMED7.TICAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMED8,5,75,0,105,259,509,455,234,531,534,511,287,593,320,311,496,662,424,461,233
TMED9,73,6096,52,5863,4821,5845,4034,4160,6326,7238,3988,2902,5364,4309,2181,6844,10611,4288,6415,6675
TMEFF1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,4,0,14,0,0,0
TMEFF2,0,1,0,9,1,4,0,0,2,1,1,74,2,1,8,1,1,5,0,1
TMEM100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TMEM101,36,977,32,1126,487,680,1042,449,737,1918,533,651,872,814,1172,930,2626,651,882,880
TMEM102,62,558,21,557,124,893,574,283,608,931,652,510,602,661,1244,650,2586,663,701,625
TMEM104,50,308,44,901,490,1784,1050,933,1694,1184,653,799,678,418,945,2099,2468,366,723,629
TMEM105,3,0,8,1,27,90,27,103,179,52,588,4,42,93,0,458,83,24,3,3
TMEM106A,17,527,4,941,387,1995,1166,918,858,1687,577,738,1239,605,726,1079,1210,1123,961,690
TMEM106B,20,1388,10,951,682,1537,1381,947,1540,2964,1141,446,1480,1061,1094,1777,220,864,2288,1420
TMEM106C,199,1479,58,1098,2619,924,390,699,1122,2665,1277,882,397,1816,611,1588,1099,228,1164,1318
TMEM107,28,387,21,476,602,495,315,370,435,662,284,250,398,601,255,585,685,159,366,373
TMEM108,0,0,0,1,7,7,0,0,1,3,0,0,0,0,32,0,25,0,6,0
TMEM109,17,2456,18,2285,2140,2480,2715,1300,2226,3739,1954,2252,2031,1835,2308,3092,3790,1034,2301,3293
TMEM11,74,868,47,1036,472,751,1238,518,933,1314,588,615,640,734,569,1181,1910,772,821,610
TMEM110,29,864,20,1032,1433,1483,1470,1450,1012,1335,1145,891,1487,1187,1750,1007,2959,469,924,998
TMEM110.MUSTN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM115,146,1240,51,1318,508,1230,1024,499,1061,1423,759,851,1017,998,1556,1401,3365,1029,1057,837
TMEM116,9,217,9,148,74,127,136,165,116,281,91,58,104,70,64,143,64,141,56,122
TMEM117,0,4,0,52,11,46,84,8,12,27,0,58,20,19,27,15,0,0,3,6
TMEM119,0,0,0,7,106,12,12,8,38,3,1,2,18,32,1,6,26,4,8,14
TMEM120A,206,580,117,1177,1133,577,712,980,920,807,305,365,604,981,195,715,3414,490,196,182
TMEM120B,154,1203,67,719,382,417,565,238,478,732,610,347,696,168,766,616,1175,322,464,639
TMEM121,51,345,60,409,10,7,127,12,17,494,258,89,52,23,400,16,264,5,10,209
TMEM123,116,12920,78,9881,18851,21220,18566,11112,15914,21486,11869,12632,21862,15312,11920,16796,5970,15651,15072,14247
TMEM125,2,0,0,49,8,5,0,1,0,5,0,0,0,0,68,14,0,0,0,0
TMEM126A,12,569,12,553,370,453,465,362,538,1107,473,374,521,285,365,694,124,312,527,555
TMEM126B,24,1069,11,1045,563,961,771,564,888,1387,791,565,881,513,736,1431,83,670,732,849
TMEM127,52,1739,46,3695,4117,6330,6361,6115,4592,4773,2025,3420,3618,5127,4403,4501,8082,2119,3090,1857
TMEM128,24,777,9,544,320,753,677,461,370,774,448,302,715,533,696,694,263,472,439,543
TMEM129,51,1843,38,2081,673,1556,1399,1160,1539,2806,1240,826,1753,1066,2698,1563,4981,2124,1620,1951
TMEM130,0,19,0,15,4,2,40,6,1,0,0,1,2,1,7,1,28,0,0,0
TMEM131,141,2255,84,2883,2581,4912,3866,3572,4658,4705,3379,3073,3362,4263,3834,4717,3244,3046,3708,2272
TMEM132A,2,0,0,2,9,2,9,10,7,0,1,9,1,1,7,4,21,0,1,4
TMEM132B,1,0,0,0,2,0,2,0,1,0,0,3,0,0,0,0,4,0,0,0
TMEM132C,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,9,0,0,0
TMEM132D,0,0,0,2,33,1,2,24,2,7,0,4,1,8,1,2,5,0,0,1
TMEM132E,0,0,0,4,2,2,1,0,1,3,0,2,10,0,1,1,1,0,3,8
TMEM133,0,1,0,5,5,0,1,3,6,2,0,0,4,2,1,0,0,1,0,0
TMEM134,101,844,82,936,319,486,616,277,372,800,281,298,746,315,641,528,2204,635,455,785
TMEM135,18,528,16,390,378,682,508,336,489,807,506,472,610,457,775,687,115,310,549,445
TMEM136,4,0,0,253,9,14,0,0,3,26,20,25,3,3,1014,3,191,0,4,3
TMEM138,185,1149,84,1455,389,703,723,564,870,686,909,430,779,439,508,860,385,453,588,433
TMEM139,0,10,0,17,8,11,3,13,6,38,10,8,14,6,4,10,30,13,8,10
TMEM140,7,402,4,793,695,1011,620,488,870,1151,507,412,698,1048,648,789,1346,489,498,412
TMEM141,52,411,30,847,814,546,696,427,637,1053,454,674,730,629,1061,739,3256,608,715,1068
TMEM143,27,929,22,562,267,312,274,212,295,527,216,193,325,191,259,328,741,257,273,274
TMEM144,20,110,4,750,235,1121,259,749,857,593,667,149,245,527,315,821,134,42,452,245
TMEM145,4,0,0,2,0,0,1,0,2,1,5,2,0,1,1,1,9,0,1,1
TMEM147,70,1672,52,1400,705,819,836,483,1064,1629,983,668,1116,579,1056,1280,1368,696,1071,1409
TMEM14A,6,396,1,163,107,360,190,50,228,210,197,187,298,201,498,410,93,96,272,485
TMEM14B,69,1671,25,1658,963,1439,1188,896,1027,2913,1048,1009,1395,1156,1300,1848,1326,914,1245,1726
TMEM14C,68,1577,35,2162,1228,2077,1085,1244,1444,3876,1191,1544,2357,1850,1414,1652,2496,2219,1587,2301
TMEM14E,0,20,0,9,12,3,11,23,9,6,10,17,4,2,14,4,1,9,0,3
TMEM150A,47,246,32,760,146,713,588,277,410,837,333,287,782,167,1114,730,808,675,417,492
TMEM150B,13,10,2,419,100,680,573,571,808,417,27,155,108,472,177,406,496,66,35,59
TMEM150C,3,18,1,25,26,9,20,11,1,1,0,74,12,26,283,3,6,2,1,28
TMEM151A,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0
TMEM151B,0,4,0,10,0,2,1,1,0,3,0,1,0,1,5,1,6,1,0,1
TMEM154,26,115,11,654,4238,1914,1749,5208,1722,1616,389,1482,1129,4292,1036,1520,426,161,715,344
TMEM155,0,2,0,16,0,0,4,0,3,0,0,19,5,0,0,0,1,0,0,1
TMEM156,138,991,56,291,159,408,156,119,207,716,517,229,440,74,54,637,53,598,419,236
TMEM158,0,1,0,50,97,14,4,15,7,8,4,4,63,5,7,5,16,17,17,13
TMEM159,16,535,4,680,339,826,484,406,583,1172,522,559,708,526,1383,743,569,515,672,980
TMEM160,41,535,47,578,403,358,447,318,469,1025,293,349,572,347,430,551,1784,328,490,771
TMEM161A,249,1190,280,1043,406,419,656,228,657,1064,738,574,677,286,554,746,1199,501,640,889
TMEM161B,10,576,11,497,407,555,343,442,516,539,572,441,448,386,501,695,54,446,398,331
TMEM161B.AS1,11,86,3,118,27,122,61,23,45,116,35,52,73,46,53,67,58,74,71,90
TMEM163,3,2,0,3,155,113,234,2,8,215,9,128,65,16,403,50,144,388,15,238
TMEM164,93,3594,66,3674,3200,6541,3936,3830,3206,5794,2076,8001,8561,3315,4837,4261,9825,2209,5202,4561
TMEM165,91,2660,64,2828,1919,2729,2378,2023,2022,3405,1638,1711,2040,2581,2007,3177,1365,1624,2360,2739
TMEM167A,221,3256,125,4486,3372,6274,7430,5618,8383,4084,2728,3931,4085,4627,4511,6600,135,2459,2475,1884
TMEM167B,35,2091,14,2399,3086,3218,3069,3183,2106,2867,1616,1575,2710,3440,2385,2396,493,1612,1829,1585
TMEM168,76,1572,24,1516,410,1126,704,668,995,858,1401,303,1065,925,376,1371,232,591,899,547
TMEM169,0,1,0,17,44,28,3,72,17,12,4,15,9,88,20,24,2,0,0,3
TMEM17,6,153,3,99,38,137,39,18,38,151,80,25,117,26,113,64,47,25,84,87
TMEM170A,15,204,15,233,237,508,382,294,461,409,414,299,322,384,494,634,259,459,302,212
TMEM170B,33,443,5,4556,2966,7846,3447,13105,5258,2778,2008,1634,3151,10479,730,4590,805,950,1399,487
TMEM171,0,0,1,5,1,0,1,0,3,2,1,1,3,1,0,1,5,0,0,1
TMEM173,3473,21540,1195,11786,5699,14624,9769,6632,9697,12856,8567,6826,14915,4788,6330,13493,14921,15751,10195,13938
TMEM174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM175,873,2434,470,2506,974,1243,1134,1365,942,789,565,550,1401,822,533,941,3061,752,578,702
TMEM176A,15,1501,8,5205,189,393,2951,2166,1172,108,36,182,850,2763,10,512,893,18,38,3
TMEM176B,39,4621,13,14589,318,704,4722,4404,2312,238,67,363,2080,2845,40,1228,1593,7,75,2
TMEM177,41,184,7,210,65,225,70,24,177,487,273,159,218,61,244,383,565,95,317,183
TMEM178A,40,191,35,53,10,96,14,6,4,13,2,4,45,4,28,4,8,69,29,66
TMEM178B,1,0,1,0,2,8,1,0,0,1,1,0,8,0,1,2,1,0,0,2
TMEM179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
TMEM179B,84,1567,59,1559,846,1448,1379,994,1331,1827,1051,846,1347,1040,1007,1618,2386,1057,1273,1576
TMEM18,71,1088,27,1131,460,909,868,713,653,1871,747,457,972,764,1076,996,1166,998,623,699
TMEM180,43,318,26,596,773,553,575,695,497,727,203,355,407,536,341,503,1602,100,257,284
TMEM181,182,2484,94,2618,869,1641,2283,1227,1645,1958,1465,1020,1636,1346,1732,1530,817,893,1207,954
TMEM182,3,138,2,90,102,210,63,39,194,266,229,114,224,54,177,285,48,221,241,168
TMEM183A,1,152,0,155,104,154,162,103,123,301,93,94,148,99,133,165,0,113,105,161
TMEM183B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM184A,7,18,3,54,19,69,24,33,43,152,50,4,89,4,14,32,555,19,17,40
TMEM184B,90,726,43,928,1185,1086,1164,758,1265,1259,706,1090,1069,1231,1173,1107,4580,720,1029,855
TMEM184C,39,596,12,739,448,1670,811,900,1207,1798,1147,689,1185,1081,1600,1724,1081,1016,1308,717
TMEM185A,1,163,4,108,147,278,267,152,197,420,130,210,291,227,577,206,328,177,216,415
TMEM185B,112,1717,33,1954,1044,1779,1416,775,1403,2323,2143,1162,1868,1647,2978,2022,3199,790,1448,1516
TMEM186,225,515,88,495,76,332,192,79,258,479,286,200,228,181,305,453,255,274,272,279
TMEM187,10,230,8,172,131,194,129,57,251,215,201,219,258,241,181,158,435,182,242,231
TMEM189,39,532,18,855,254,824,775,484,710,871,556,534,696,578,831,773,1470,392,556,460
TMEM189.UBE2V1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM19,41,452,15,584,287,1257,885,586,718,1050,666,552,1233,854,750,1122,421,665,1001,755
TMEM190,0,4,0,3,1,1,0,0,1,5,2,3,1,1,4,2,6,5,0,2
TMEM191A,9,101,4,75,33,52,59,81,60,117,31,34,88,65,60,62,285,46,24,44
TMEM191B,8,9,30,28,28,21,18,12,52,64,7,61,89,114,86,23,56,22,10,30
TMEM191C,13,23,19,51,23,44,48,31,37,72,18,44,95,61,44,20,118,60,12,23
TMEM192,14,635,10,622,467,1308,1168,706,1073,1173,1435,556,1156,824,873,1697,416,775,1113,951
TMEM194A,47,1623,23,1453,1272,1607,1083,906,1568,1733,1885,1123,1189,1029,1517,2859,568,1553,1328,1005
TMEM194B,23,553,22,423,397,564,501,272,402,912,808,253,531,302,354,953,471,424,753,686
TMEM196,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM198,1,7,0,4,14,6,3,0,6,1,2,10,16,2,78,3,58,5,2,3
TMEM198B,41,808,11,628,638,2280,817,909,749,735,961,384,1934,409,1388,1320,1882,2161,1378,1659
TMEM199,18,614,14,770,496,852,725,474,695,990,454,556,734,617,621,887,763,567,544,465
TMEM2,24,762,9,1581,1832,1974,1696,2341,2035,885,329,1685,1211,2228,1364,1405,968,439,601,230
TMEM200A,0,3,1,23,9,4,26,1,8,299,0,355,25,5,727,12,6,3,3,40
TMEM200B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1
TMEM200C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TMEM201,74,669,32,615,496,594,567,243,579,944,919,711,637,200,1654,818,1963,422,648,744
TMEM202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM203,294,1695,53,1893,468,1003,1047,559,819,1759,839,600,889,849,1052,1414,1722,884,985,912
TMEM204,5,24,22,388,16,25,459,42,66,445,14,291,171,33,408,24,76,271,35,13
TMEM205,470,1269,560,2719,1131,1799,1488,2898,1978,2862,863,596,2203,1304,1175,2662,3942,1385,1720,2600
TMEM206,97,881,28,657,385,1124,1101,394,937,1783,908,606,1302,329,1187,1248,986,974,892,826
TMEM207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM208,28,742,18,780,506,503,703,405,550,1407,450,343,640,365,476,800,1478,376,482,764
TMEM209,16,706,7,551,478,922,862,575,951,1060,877,254,746,660,306,1070,262,296,691,622
TMEM211,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM212,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3
TMEM213,3,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0
TMEM214,304,2031,186,2768,2101,2569,1981,2255,2865,2426,1953,1948,2339,1639,2461,3660,5317,1702,2628,2483
TMEM215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM216,33,574,24,674,679,816,349,492,663,938,779,503,994,552,890,939,1497,714,680,687
TMEM217,64,98,31,49,91,144,38,77,116,148,146,110,57,57,293,609,92,62,206,105
TMEM218,75,801,41,707,441,1098,759,662,774,1387,624,468,954,433,442,1202,593,359,783,917
TMEM219,878,2928,713,3159,1729,2828,2230,1812,2068,3874,1209,1661,2500,2172,2323,2126,5559,1699,2173,2898
TMEM220,18,1008,18,819,289,705,739,237,343,770,438,284,842,202,1160,665,114,831,531,862
TMEM220.AS1,0,46,3,60,30,71,58,16,20,73,9,39,97,9,107,34,34,53,33,68
TMEM221,7,375,11,58,5,13,58,6,9,94,9,66,22,16,31,9,81,136,28,5
TMEM222,94,1200,58,1184,776,1007,1083,593,801,1203,625,631,1154,661,994,957,2889,778,843,1262
TMEM223,13,691,5,410,192,369,405,169,278,588,408,251,498,229,429,591,908,492,436,655
TMEM225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM229A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TMEM229B,42,490,28,486,343,720,1088,639,891,1418,513,587,512,1017,1898,656,728,281,665,418
TMEM230,66,4222,36,3227,3179,3062,4044,2590,3070,5853,3372,2098,3889,2816,3176,4663,2026,2043,3769,3627
TMEM231,26,7,6,81,66,232,75,20,137,84,149,82,48,24,321,293,292,3,153,253
TMEM232,2,3,0,3,4,23,2,4,11,26,9,8,62,3,22,25,1,7,14,25
TMEM233,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TMEM234,23,135,11,222,227,245,222,186,195,291,177,159,235,222,235,281,606,241,179,285
TMEM235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
TMEM236,2,0,0,3,10,10,3,6,3,16,1,5,4,2,2,21,2,2,76,11
TMEM237,41,198,16,186,335,411,157,60,264,600,221,273,487,60,454,489,48,103,375,479
TMEM238,12,54,5,55,52,21,39,44,45,156,42,51,34,18,24,28,193,29,47,78
TMEM239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM240,0,12,1,18,4,0,12,3,1,15,3,5,5,2,27,0,38,8,3,0
TMEM241,10,181,9,156,183,250,389,158,279,351,173,194,258,43,343,345,178,101,240,257
TMEM242,23,754,13,854,388,903,627,372,411,1185,369,341,942,505,747,912,299,771,673,1012
TMEM243,7,110,3,457,99,222,336,288,160,323,61,113,272,513,184,234,165,123,60,103
TMEM244,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
TMEM245,90,1515,60,1873,1006,3547,2664,1120,2501,2658,2375,1706,2697,1737,1981,2673,795,2183,2406,1123
TMEM246,0,3,0,20,59,1,0,0,4,1,2,0,0,37,3069,0,6,0,1,0
TMEM247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM248,66,2845,56,3568,2477,4465,4494,3320,3555,4958,2709,1184,3870,3506,1927,4071,3572,2543,3867,2658
TMEM249,12,37,14,46,18,18,13,16,20,22,30,21,51,27,75,11,127,30,21,19
TMEM25,35,347,18,374,149,246,201,56,109,583,71,184,235,5,894,369,504,97,370,522
TMEM251,118,400,15,426,202,491,352,264,364,566,350,297,488,285,482,512,84,351,290,387
TMEM252,0,0,0,0,6,2,0,7,2,2,1,6,1,4,5,1,5,0,0,0
TMEM253,2,80,3,93,23,34,9,3,6,14,7,11,31,11,34,16,21,28,16,23
TMEM254,20,610,7,631,601,759,513,544,608,646,554,385,780,783,517,752,361,411,709,548
TMEM254.AS1,5,100,15,185,22,52,18,14,16,36,29,1,69,6,61,33,19,20,18,46
TMEM255A,2,13,0,54,14,8,40,21,17,24,9,21,24,69,56,6,1,1,38,10
TMEM255B,0,9,1,234,10,6,84,99,17,47,0,7,8,5,0,9,6,63,10,0
TMEM256,47,539,24,427,172,282,254,188,276,568,201,189,357,121,316,321,534,344,250,417
TMEM257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM258,58,795,22,1042,996,829,831,902,1378,2061,1041,786,958,868,927,1320,637,703,1127,1332
TMEM259,3608,16274,3516,17873,5414,6649,7017,5889,6048,9225,4435,3922,8088,5483,6647,7079,23487,7548,5422,6751
TMEM26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,0,1,0
TMEM27,1,9,0,6,7,15,11,7,3,14,4,9,17,1,25,6,5,3,0,19
TMEM30A,87,4007,30,5409,3970,10838,9740,8563,9045,9401,7194,3602,8037,14964,3620,9098,2678,5271,6966,3722
TMEM30B,0,41,1,29,4,6,10,2,10,12,10,15,21,7,50,1,3,5,5,1
TMEM30C,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
TMEM31,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
TMEM33,41,1892,17,2361,1050,2055,1975,2000,2466,1616,1522,1452,1533,2474,1204,2530,1142,1012,1545,894
TMEM35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TMEM37,0,0,1,21,6,145,3,0,102,5,4,13,19,6,4,10,45,3,14,74
TMEM38A,1,5,1,28,295,126,382,376,35,140,1,238,27,322,22,19,923,2,5,4
TMEM38B,11,394,9,291,676,547,726,316,1028,1100,1452,310,365,532,1011,1247,194,920,698,373
TMEM39A,59,459,25,962,770,1231,762,854,1737,1485,1032,767,787,856,1534,2078,482,813,899,553
TMEM39B,63,614,44,586,332,664,721,535,582,1084,437,513,859,344,891,831,1839,553,581,718
TMEM40,0,0,3,8,192,13,1,9,1,66,0,139,96,32,2,1,0,1,6,1
TMEM41A,53,254,21,379,384,400,455,245,313,601,376,434,412,200,1247,537,362,340,397,445
TMEM41B,98,1596,29,1270,419,451,619,614,582,449,408,350,545,659,430,686,456,640,467,224
TMEM42,123,1063,104,775,223,602,312,161,326,774,321,261,523,313,550,557,639,133,334,589
TMEM43,211,3611,117,4471,2570,6404,4684,3229,3805,5555,3672,3071,7051,2577,11113,6349,6200,7410,5390,6584
TMEM44,586,1874,164,1049,672,708,564,248,422,1123,438,621,879,547,660,574,878,765,869,766
TMEM44.AS1,134,336,54,302,190,160,228,133,153,485,165,97,180,96,252,206,279,91,110,136
TMEM45A,1,8,1,19,356,50,11,26,4,14,2,64,13,532,54,6,31,0,0,58
TMEM45B,11,37,11,58,82,16,11,42,35,15,14,7,38,52,27,22,13,18,10,9
TMEM47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TMEM48,125,1096,98,1093,834,1286,835,642,1498,2205,2198,984,1168,647,1149,2453,258,724,1986,1093
TMEM5,58,843,17,527,295,652,501,191,538,854,768,325,836,415,499,744,285,307,456,779
TMEM50A,58,2938,32,3382,3777,5596,5407,3111,4506,6443,2703,2814,4313,4331,2132,5751,1944,2577,3317,3901
TMEM50B,91,2847,66,1954,1538,1988,1491,1056,1598,1971,1612,1107,2707,1273,1203,2048,497,1312,1556,1016
TMEM51,4,9,15,222,90,269,337,14,174,532,7,303,282,38,237,112,344,135,90,61
TMEM51.AS1,0,2,8,11,5,6,4,2,0,5,0,5,7,0,7,2,7,6,1,2
TMEM52,7,6,0,2,4,0,2,0,17,0,6,7,5,0,4,4,7,1,6,8
TMEM52B,0,82,1,13,439,20,24,155,34,129,169,54,62,389,9,111,739,24,34,93
TMEM53,11,20,12,62,67,153,33,64,103,175,93,46,248,82,195,243,279,8,179,270
TMEM54,0,0,0,0,5,2,0,1,2,2,1,2,0,0,1,1,1,0,0,0
TMEM55A,11,650,7,1055,2399,886,758,2273,1206,1511,758,1118,701,4113,434,913,1984,544,630,494
TMEM55B,235,2064,146,2161,1898,1382,1295,1539,1301,1581,944,962,1568,1291,1476,1502,2958,1134,885,966
TMEM56,0,33,0,251,271,4,7,64,14,23,8,158,29,33,84,1,4,0,28,2
TMEM56.RWDD3,1,12,0,17,9,18,11,6,5,9,10,7,6,10,19,15,0,11,8,8
TMEM57,179,1080,62,1691,642,1722,1374,593,1147,1953,901,1236,1339,809,2393,1425,715,1140,1142,1769
TMEM59,120,4764,76,4663,4373,8150,5720,4574,8242,8709,5276,3873,7217,5389,5357,7425,3828,6129,5188,5480
TMEM59L,0,1,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1
TMEM60,80,546,10,627,277,682,373,249,485,644,439,216,427,575,266,767,215,541,429,348
TMEM61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TMEM62,152,849,70,652,540,640,642,454,592,1051,455,665,731,461,490,918,312,746,573,825
TMEM63A,613,5877,358,4561,3570,4129,3561,4086,3924,3339,1765,3693,2848,4241,5084,2827,15990,3646,2713,2641
TMEM63B,11,213,12,871,453,376,453,587,733,418,171,807,313,736,529,362,1006,214,214,218
TMEM63C,5,2,3,2,104,189,41,255,6,33,25,159,4,128,148,6,26,2,3,14
TMEM64,16,953,4,506,247,583,434,93,305,591,400,260,575,508,1260,400,255,506,395,352
TMEM65,24,495,8,755,662,2337,744,862,1904,944,1285,903,2406,1215,3905,3279,1128,2651,996,1109
TMEM66,210,12152,139,10501,8395,12008,14751,8740,12452,14446,5364,7308,15664,14415,10176,9196,6207,13150,8029,11650
TMEM67,18,35,14,110,130,469,176,42,228,211,200,156,511,40,598,366,34,73,310,440
TMEM68,20,513,13,503,128,565,324,150,484,579,441,429,366,518,315,675,44,394,464,173
TMEM69,78,1159,53,1338,459,1021,1034,578,803,1431,937,871,973,674,1118,1217,471,851,891,941
TMEM70,9,751,9,693,400,864,592,321,713,1412,615,407,637,717,500,991,479,447,680,467
TMEM71,176,3154,72,1916,4171,2852,1526,5173,3070,2252,1151,2003,1750,6545,607,2979,540,1242,1557,1325
TMEM72,0,1,0,0,11,1,1,0,0,0,0,0,1,7,0,1,0,0,0,0
TMEM72.AS1,0,2,0,4,7,5,6,3,0,6,1,2,7,2,1,1,5,6,7,4
TMEM74,0,0,1,2,0,20,1,0,3,1,0,0,5,1,8,6,0,9,2,2
TMEM74B,5,10,1,21,2,3,5,3,5,5,1,5,3,2,10,3,10,27,6,4
TMEM79,53,920,80,800,332,452,279,385,522,535,292,360,307,328,252,548,1336,362,233,229
TMEM80,27,1180,11,1111,380,1016,875,687,522,1069,416,303,858,1303,653,971,1284,552,558,544
TMEM81,6,135,16,136,29,82,43,23,64,46,21,68,37,48,80,97,27,66,36,20
TMEM82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM86A,0,13,1,211,23,75,119,70,71,57,9,63,77,33,274,63,244,3,16,25
TMEM86B,712,1931,778,1680,330,542,423,498,425,753,330,301,735,252,768,398,1542,604,433,447
TMEM87A,172,1768,54,2266,2463,2729,2358,2342,2299,2932,2257,1645,2397,2435,1992,2765,1005,1678,1900,1999
TMEM87B,63,1469,18,1595,919,2939,1932,1852,2196,1755,1738,1500,1867,2482,1392,2216,759,1760,1484,1445
TMEM88,67,35,13,186,108,48,72,137,95,37,55,42,115,88,45,33,335,25,19,14
